gid,ctlabel,borocode,boroname,ct2010,boroct2010,cdeligibil,ntacode,ntaname,puma
1652,246,4,Queens,24600,4024600,I,QN61,Jamaica,4112
1810,319,3,Brooklyn,31900,3031900,E,BK63,Crown Heights South,4011
1653,105,4,Queens,10500,4010500,E,QN72,Steinway,4101
1654,107.01,4,Queens,10701,4010701,I,QN72,Steinway,4101
405952A0C3407952C0B6C478371E644440F75D5860407952C06138DD871E644440354CADF53F7952C0180526BE1E6444405D1DF5DC3F7952C01AA7411D1F6444407D55DABA3F7952C071DA66751F644440EE602F903F7952C09FC475C41F644440BD81FB5D3F7952C02E9C8608206444406C7774253F7952C05C6AF53F20644440CB07F7E73E7952C0492A6C692064444031B426D13E7952C07822D5FE20644440659BD0AA3E7952C0611EB68C21644440DFB2F4753E7952C01CD45B0F2264444021E7F3333E7952C013F75D832264444068E786E63D7952C02CF8B5E52264444056A7B28F3D7952C05B39D333236444405FE3BA313D7952C0C02DAC6B23644440070213CF3C7952C004F4CB8B23644440EE2D8ACB3C7952C0802570CD23644440019D01C13C7952C0E195520D24644440AC9BC1AF3C7952C051C8BC4924644440299040983C7952C0A610108124644440E8CD1F7B3C7952C088B1D0B124644440344227593C7952C0F20AB0DA24644440001840333C7952C0F89295FA2464444079776E0A3C7952C0525BA610256444405F8CCADF3B7952C020F04A1C25644440F6012EC53B7952C04DC90CB6256444406629AE993B7952C0968EA24626644440A871925E3B7952C029E7CBC92664444060C897153B7952C04685AD3B27644440CF84E3C03A7952C0292EEE9827644440B340F3623A7952C0D5EECFDE27644440CF188AFE397952C0F0BF440B2864444025E29B96397952C07DFDFD1C286444406EF0362E397952C0D43D76132864444024156DC8387952C0ED3DF5EE2764444041843C68387952C063C58DB0276444409F4C7910387952C0FC91155A27644440A90DB8C3377952C0BD8717EE266444408F8A3A84377952C04F8DC06F266444402FCF3B53377952C05024F17B2664444015BA9621377952C09DC89D7C26644440225175F0367952C0D16DC27126644440C683FEC0367952C0B040A05B2664444071404F94367952C0D31FBC3A266444401CC6736B367952C0117EDB0F26644440F7596147367952C033C1FFDB256444400887F028367952C0BF3860A02564444060E256C6357952C04B0E9EB6256444401DA5AB62357952C0FBB963B425644440E6068B00357952C0822BC09925644440A4E986A2347952C0B5FB656725644440C89E154B347952C025BFA61E25644440576581FC337952C0DA2E6AC124644440810FD9B8337952C060622152246444409736E281337952C0DE70B6D323644440FA590D59337952C00DE7784923644440A0386C3F337952C0D29407B722644440955E710C337952C023ABBD9D22644440D240F3DC327952C0823EE277226444408D4346B2327952C0C9A3844622644440C9449C8D327952C0D0AB060B22644440240CFC6F327952C089BB12C72164444064EF395A327952C0DFDB8F7C216444407C211FDA317952C09B7EF03A216444400E022C63317952C0E2944CD920644440A25CCFF8307952C0AF7B755A20644440D6FC1A9E307952C0454A14C21F644440E500AD55307952C0E5C68E141F644440ED829C21307952C089E9E6561E64444051F73AFD2F7952C0851D874A1E6444408B8D9EDA2F7952C09DA977351E644440195EABBA2F7952C0EA5843181E644440F7F7339E2F7952C059A2AAF31D64444000F5F3852F7952C040B49EC81D64444094258B722F7952C0D73E3B981D644440637379642F7952C0C426BF631D6444406F961B5C2F7952C0674F842C1D6444401A4637EF2E7952C066EA01001D644440D3C3FF882E7952C05A6BA2B71C644440931F842C2E7952C0CB4190551C6444405CD788DC2D7952C006BBBADC1B64444096A3729B2D7952C08386BF501B6444401F21346B2D7952C04802CFB51A644440A4E53E4D2D7952C0AB238C101A64444046CD7A272D7952C05B6945121A6444407A1007022D7952C05187AF0A1A644440952EE0DD2C7952C07AA1FDF919644440D2E2F9BB2C7952C0EB45A0E01964444027B9389D2C7952C00C7642BF1964444063096C822C7952C0AA25C596196444405581486C2C7952C05E4E396819644440AB62635B2C7952C035BFD83419644440AE942E502C7952C005D9FDFD1864444059A4F54A2C7952C0206F1AC51864444005C7DB4B2C7952C0130AAE8B18644440246012FD2B7952C04D314C9218644440BBAF94AE2B7952C09B4AFF851864444082BF56622B7952C080B21567186444403D453E1A2B7952C0AC575436186444406E8C16D82A7952C057D4F1F4176444404B08859D2A7952C089B38EA417644440D7D6FE6B2A7952C05F132B4717644440E177BF442A7952C098E619DF166444401AF3C0282A7952C04226F26E16644440449FB5182A7952C038527EF915644440FE7E0E91297952C05379F34E156444405A01231C297952C0E4C6E6861464444088C076AE287952C0C5AF7A4F1464444065F45147287952C08EBB360014644440DD23EFE8277952C0E35CD19A1364444037CEEC901B7952C01665E5D82764444091D1F6641B7952C027ACE9152A644440C8B34AE1237952C070FA0E8036644440AB9473CD227952C0DD0C643838644440796B44EB187952C0BBA6604C2A6444404F2C6BDE107952C059E366F51E6444408ED4C3E3117952C02AA7093D1D644440A2E6EEB7147952C03AD544082164444082FF31D9187952C08A570AB92664444064F0D07D1A7952C09A007D092664444078DCD512277952C076A327F51164444089995DEC267952C04A869C5B11644440B47A2EBD267952C091E09741116444408B997C91267952C0C1B90B1C116444402D647D6A267952C074F701EC10644440CF034549267952C0BFC9CEB21064444012B9BE2E267952C00B420772106444400A5AA61B267952C0851E762B1064444086E9CAA9257952C056A22201106444406062313E257952C0B22077BA0F6444401F35E1DB247952C0ECE570590F64444026E59E85247952C0E42BCBE00E6444409F16D83D247952C0EE6AEB530E644440830E9206247952C0B9DFC8B60D644440D4225BE1237952C0ABF6CF0D0D644440F4EC2192237952C0286C4EDA0C6444405B5E7F49237952C08E7DD7930C644440F7AF6509237952C0C7804E3C0C644440E98F8CD3227952C018E30BD60B644440785CBE70227952C0F30C1AA40B644440683C1D14227952C00BB6CD5B0B644440177CD5BF217952C0D710D9FE0A6444406843E175217952C06B5F6A8F0A644440F4B5FC37217952C0ADDA1E100A644440B7879B07217952C04CFFF28309644440CD44E0E5207952C05E9E30EE08644440DF9A39AB207952C0A3299CCB08644440A1448874207952C091D25B9C086444402B7EF942207952C004D9736108644440363B9E17207952C006AE281C08644440C54765F31F7952C0D7F8F7CD07644440E12416D71F7952C0C860907807644440C064A56E1F7952C010EC404D07644440CD3ECD0B1F7952C0475A220A0764444078E5E2B01E7952C01331CAB0066444405EA30B601E7952C0663D5443066444408DE42F1B1E7952C019D655C4056444409AAFEFE31D7952C03540CE360564444012D498BB1D7952C02F93149E04644440EECCBF8B1D7952C08A94A68404644440C9E10E5F1D7952C0FD454B6004644440527F98361D7952C0E4E6E13104644440E91A55131D7952C08B7487FA03644440F33C1DF61C7952C047D48FBB036444403D4FA4DF1C7952C03DAC7D7603644440AA78385C1C7952C015913B2F03644440A4A94CE21B7952C0E7AF14C802644440B12A33751B7952C0CF6BD84302644440EFD8E4171B7952C042FC20A6016444406CF31C73197952C012E7EEF403644440818DFB2D197952C0C0CF938B0364444073ECC85A187952C03FFAD9C104644440D426DDEA177952C0740B410D0464444050B019901A7952C0677BDD27006444403722FA601A7952C01A6F9DCDFF6344403E4CCB3C1A7952C021795D68FF634440C693A2241A7952C094D525FBFE634440A32F39191A7952C0A9D53B89FE634440DE408FC4197952C00DF14E87FE63444081FE3271197952C0005BBA70FE6344400CE74E21197952C0A9461446FE6344400865F6D6187952C090647808FE63444023001894187952C0A18380B9FD634440B183705A187952C020EB395BFD634440F46F7F2B187952C0A4B417F0FC63444031037D08187952C0C080E27AFC634440C41C52F2177952C0A7F2A5FEFB6344401E3092E9177952C05D6E9C7EFB634440D0FA9DCC177952C04D575A86FB6344408D0038AF177952C0BF625E86FB634440C3DF4292177952C08071A87EFB634440F5D09D76177952C0D2F3736FFB63444007EE1D5D177952C0331F3659FB63444086C78746177952C0D2669A3CFB63444070798933177952C0FF517D1AFB6344400F6DB524177952C025D8E5F3FA6344405CF07D1A177952C0B475FDC9FA634440E1C43115177952C0FB36079EFA634440A7C0F914177952C0DAFD5571FA6344406693D719177952C0814D4245FA6344408B00F9C4167952C03AE32442FA6344405C789271167952C01A650A2AFA634440A104DF21167952C018DC97FDF9634440755A00D8157952C0589CFDBDF9634440CC41F095157952C05A21EF6CF96344406A0E735D157952C04D68970CF9634440C9860B30157952C0F4178A9FF8634440EE8BF00E157952C01BDCB128F8634440D7C804FB147952C0226D3CABF763444097A2D0F4147952C078CC842AF76344407C80C8F4147952C00060A7B9F66344407F2D6300157952C091172D4AF66344401D3C5717157952C04A54D7DEF5634440F56E1339157952C0AB404D7AF5634440213BDA60147952C09AFB9D4AF4634440568BF60C147952C0E5A2E593F4634440ADFD1AB2137952C0A32E73C6F4634440C084EB52137952C06E86CEE0F4634440C6452CF2127952C0759433E2F46344402E04AD92127952C058F897CAF4634440C5363437127952C06454AB9AF463444006626AE2117952C0DD32D253F46344404451C696117952C06DA91BF8F3634440B9C17A56117952C0CC07328AF3634440FC076623117952C08E03470DF36344405E2904FF107952C098F4FB84F2634440D1D063EA107952C025D346F5F163444044711EE6107952C02BC05462F163444024D053F2107952C06FF36AD0F06344401719A90E117952C066F6C643F0634440891F13F0107952C06CD61229F06344403322FBD4107952C01E12BE06F06344409F7731BE107952C012A7D0DDEF634440F55965AC107952C0D34B85AFEF6344408AA31FA0107952C0D3FB3F7DEF63444099B2BE99107952C024468348EF63444090937399107952C0F0B0E412EF634440FB87409F107952C0388B00DEEE63444021F5F8AA107952C05D8A6DABEE6344400CBB42BC107952C0B892B07CEE634440EC668694107952C055C86142EE634440225D0F4B107952C05EA2A0DFED634440C08D600D107952C0A951BA6BED6344406BC12EDD0F7952C0468AE3E9EC6344404F3DCFBB0F7952C006B5B35DEC6344408E522EAA0F7952C0D4800BCBEB634440EED4C8A80F7952C0796DF935EB63444007A7A8B70F7952C0B7119DA2EA6344405C7464D60F7952C096E80915EA634440499B2204107952C066742A91E96344402C329F3F107952C0D283A41AE963444020FD3487107952C0945DBFB4E8634440CE14E9D8107952C078894C62E8634440E4EB7832117952C02DDB9325E8634440D2BE8648117952C0801660B7E76344407A281768117952C08A22A84EE76344408EBDD595117952C0CD2498E2E66344404474AECD117952C0EE1F2182E663444035A7600E127952C03FEF6C2FE66344403F6FE214127952C0A0636C9CE5634440094E0E2B127952C00E0DFF0CE5634440DDA14C50127952C050CFF984E46344405CB59E83127952C0B7E6FE07E4634440868DA5C3127952C0440E6599E3634440174AAB0E137952C05CAA203CE363444023D8AE62137952C0D193AFF2E2634440FCA671BD137952C0D60D08BFE26344408B01871C147952C0065B8BA2E26344403AD7DD10147952C07D63AD77E2634440324A2F0A147952C013436A4AE2634440A575AD08147952C09C64151CE2634440CCA6630C147952C0B0370AEEE163444029083615147952C03F03A2C1E16344404972E222147952C068C82998E1634440D35B0235147952C03B81D872E163444078DA0D4B147952C0DC04C652E16344402C9E5F64147952C0E6D4E238E1634440CDC83980147952C0FB11F125E1634440EF7DCB9D147952C0F4CB7E1AE16344401B0137BC147952C0ACD8E116E1634440883498DA147952C03B50351BE1634440CA470BF8147952C0D9C15827E16344404BCF1A07157952C020F8028EE063444072766A26157952C0B01477FADF634440AB832355157952C0FBEAA870DF634440468D0592157952C0178149F4DE634440D00E6FDB157952C026BFAD88DE6344405198682F167952C06B96B730DE634440B24AB28B167952C0C63CC2EEDD634440DB44D3ED167952C02C0492C4DD63444001A25CF1167952C07D46D17EDD634440DC5937FC167952C07CEBD43ADD63444096611B0E177952C0D32D60FADC634440DCFA9126177952C0CADA1EBFDC63444000C8F844177952C0CE3A9A8ADC6344409F018668177952C051DF2E5EDC634440DCB14D90177952C03199033BDC63444079D247BB177952C023D40122DC6344402F2557E8177952C05589CF13DC634440B8488504187952C0575B986CDB634440FE4E8C31187952C0A4EB21CEDA634440F8CA506E187952C00FA9513CDA634440AE3C54B9187952C0C863BDBAD9634440D978BE10197952C03EBC944CD9634440F9446972197952C045158DF4D8634440AFDEEDDB197952C0B887D0B4D8634440655241F6197952C01696766CD8634440297E26171A7952C00E539E2AD86344404B5FEE3D1A7952C0C90DA6F0D76344401AA3CA691A7952C0E02FC2BFD7634440689D24911A7952C0C7D3FE9ED76344404E4AC6BA1A7952C0E0F09085D763444058EE18E61A7952C00399D473D76344401F898CE91A7952C0A7EF0324D7634440F089B1F11A7952C051FFFDD4D6634440B505840E1B7952C0173AA740D66344402E95C63B1B7952C09B3420B6D5634440AE241C781B7952C032589539D5634440B35DB3C11B7952C09B31C7CED4634440E9AB54161C7952C09A80ED78D4634440BB5673731C7952C0CF669E3AD4634440AEA415DE1C7952C05294B101D46344402CC5F2D91C7952C0713626DED36344403E73EDD91C7952C0458C0DBAD363444011D805DE1C7952C089607F96D36344403D351CE61C7952C05E4C8F74D3634440043202F91C7952C05AC1C240D3634440F0DF95101D7952C0376E9A11D363444072285B2C1D7952C007850EE8D263444081E2BF4B1D7952C0CFAFF9C4D26344407CE9A5621D7952C0E41A59B2D263444042B90B7B1D7952C09F20D1A4D2634440A17474941D7952C02501A79CD263444049115EAE1D7952C06A85049AD263444057F143C81D7952C05429F79CD263444073C0D4D11D7952C0A3A859DDD16344406C8CABDC1D7952C0D5552482D1634440DC15A6F01D7952C0CE3C932AD16344408F84490D1E7952C04BCAC0D8D063444049C1E5311E7952C05B18A48ED063444084B0995D1E7952C0F2D8044ED0634440909A588F1E7952C0EC637018D0634440DB9FF0C51E7952C0032C30EFCF634440AE1112001F7952C00DD541D3CF6344409926794A1F7952C03D023885CF634440C95414EE1E7952C0EEEB3094CE6344402C6659A81E7952C093536147CD634440AAA72FAC1E7952C032B1035FCC63444030C2A6701F7952C07E531522C9634440EA6DDA601F7952C0CBDDC05AC8634440AA8EE5591E7952C0B9EDD922C76344400A97860A1E7952C06BE39993C7634440E19622B01D7952C0D3D930EFC76344405695234D1D7952C0AB962C33C86344406D702EE41C7952C01547BC5DC863444001C910781C7952C0C2E9BC6DC863444010D8AD0B1C7952C0AE14C162C863444056B0EAA11B7952C043E1133DC863444045739A3D1B7952C0D0EAB6FDC76344404906103C1A7952C0216E62B1C76344407C73BE36197952C0C019648DC7634440BE965F30187952C0C50C1C92C7634440081BB02B177952C058AD7DBFC7634440632B682B167952C043CA0F15C86344409063768B137952C0FA08F28EC9634440DFC62919117952C0E51E5A69C66344401DAC2A740E7952C0E5F0997AB9634440E72CD5000B7952C0D85D0383B36344408B08845A097952C0ADAB39F6A7634440F7E50388197952C037286D638C634440D7FD1A171F7952C02EA2B0FE816344405BACB9C31E7952C0FE9EB2AF80634440932C15AF1A7952C07A6F15707B6344402AB608B2187952C097E23EB777634440CC643132177952C09CEC2E85736344403532C3FB137952C0C53D496E6A634440,,,,,,,,,
1655,189,4,Queens,18900,4018900,E,QN31,Hunters Point-Sunnyside-West Maspeth,4109
1656,249,4,Queens,24900,4024900,I,QN63,Woodside,4109
1657,595,4,Queens,59500,4059500,I,QN20,Ridgewood,4110
1658,33,4,Queens,3300,4003300,E,QN68,Queensbridge-Ravenswood-Long Island City,4101
1659,383.01,4,Queens,38301,4038301,I,QN99,park-cemetery-etc-Queens,4103
1660,462,4,Queens,46200,4046200,E,QN61,Jamaica,4112
1661,468,4,Queens,46800,4046800,E,QN61,Jamaica,4112
1662,1214,3,Brooklyn,121400,3121400,E,BK82,East New York,4008
1663,1220,3,Brooklyn,122000,3122000,E,BK82,East New York,4008
1664,146.05,5,Staten Island,14605,5014605,I,SI54,Great Kills,3901
1671,1142.01,3,Brooklyn,114201,3114201,E,BK83,Cypress Hills-City Line,4008
1665,146.06,5,Staten Island,14606,5014606,I,SI54,Great Kills,3901
1666,72,1,Manhattan,7200,1007200,I,MN20,Murray Hill-Kips Bay,3808
1667,74,1,Manhattan,7400,1007400,I,MN17,Midtown-Midtown South,3807
1668,889.01,4,Queens,88901,4088901,E,QN22,Flushing,4103
1669,869,4,Queens,86900,4086900,E,QN22,Flushing,4103
1670,561,4,Queens,56100,4056100,I,QN99,park-cemetery-etc-Queens,4110
1672,554,4,Queens,55400,4055400,I,QN34,Queens Village,4105
1673,560,4,Queens,56000,4056000,I,QN34,Queens Village,4105
1674,439,4,Queens,43900,4043900,E,QN25,Corona,4107
1675,849,4,Queens,84900,4084900,E,QN22,Flushing,4103
1676,369,3,Brooklyn,36900,3036900,E,BK79,Ocean Hill,4007
1677,7,3,Brooklyn,700,3000700,I,BK09,Brooklyn Heights-Cobble Hill,4004
1678,134,5,Staten Island,13400,5013400,I,SI45,New Dorp-Midland Beach,3902
1679,1429,4,Queens,142900,4142900,I,QN48,Auburndale,4104
1680,1451.01,4,Queens,145101,4145101,E,QN48,Auburndale,4104
1681,182,4,Queens,18200,4018200,E,QN76,Baisley Park,4112
1682,792,4,Queens,79200,4079200,I,QN76,Baisley Park,4112
1683,62.01,4,Queens,6201,4006201,I,QN57,Lindenwood-Howard Beach,4113
1685,337,2,Bronx,33700,2033700,I,BX22,North Riverdale-Fieldston-Riverdale,3701
1686,502.02,3,Brooklyn,50202,3050202,I,BK40,Windsor Terrace,4012
1687,504,3,Brooklyn,50400,3050400,I,BK40,Windsor Terrace,4012
1688,279,2,Bronx,27900,2027900,E,BX28,Van Cortlandt Village,3701
1684,892,4,Queens,89200,4089200,I,QN57,Lindenwood-Howard Beach,4113
1689,281,2,Bronx,28100,2028100,I,BX28,Van Cortlandt Village,3701
1690,368,4,Queens,36800,4036800,I,QN08,St. Albans,4112
1691,40.02,4,Queens,4002,4004002,I,QN56,Ozone Park,4113
1692,86,4,Queens,8600,4008600,I,QN56,Ozone Park,4113
1693,973,4,Queens,97300,4097300,I,QN49,Whitestone,4103
1811,321,3,Brooklyn,32100,3032100,E,BK63,Crown Heights South,4011
1694,358,2,Bronx,35800,2035800,I,BX03,Eastchester-Edenwald-Baychester,3702
1695,21,5,Staten Island,2100,5002100,E,SI37,Stapleton-Rosebank,3903
1696,18,3,Brooklyn,1800,3001800,I,BK32,Sunset Park West,4012
1697,34,3,Brooklyn,3400,3003400,I,BK31,Bay Ridge,4013
1698,111,1,Manhattan,11100,1011100,I,MN13,Hudson Yards-Chelsea-Flatiron-Union Square,3807
1699,115,1,Manhattan,11500,1011500,I,MN15,Clinton,3807
1700,575,3,Brooklyn,57500,3057500,E,BK76,Greenpoint,4001
1713,319.01,5,Staten Island,31901,5031901,E,SI12,Mariner's Harbor-Arlington-Port Ivory-Graniteville,3903
1714,323,5,Staten Island,32300,5032300,E,SI12,Mariner's Harbor-Arlington-Port Ivory-Graniteville,3903
